title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
여미온 황리단길점,2904241,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/21/2904221_image2_1.jpg,경상북도,129.2124122269,35.8349576811,"여미온 황리단길점은 경상북도 경주시 황남동에 위치하고 있다. 
한옥으로 지어진 덕분에 외관에서 고풍스러운 멋이 풍긴다. 깔끔한 분위기를 연출하는 인테리어도 눈에 띈다. 대표 메뉴는 경주한우를 얇게 잘라 부쳐낸 고소한 육전과 육회비빔밥이다. 이 밖에 육회, 육회물비빔냉면, 양념 소갈비 비빔밥 등도 있다.","<a href=""https://www.instagram.com/yeomi_on""target=""_blank"" title=""새창 : 여미온 사이트로 이동"">https://www.instagram.com/yeomi_on</a>"
여미지식물원,126464,자연,자연관광지,수목원,http://tong.visitkorea.or.kr/cms/resource/18/3011818_image2_1.jpg,제주특별자치도,126.4142854128,33.2526059401,"여미지식물원은 중문 관광 단지 북쪽에 위치하며 1132로를 타면 쉽게 갈 수 있다. 아름다운 땅이란 뜻을 지닌 여미지식물원은 커다란의 온실을 지니고 있으며, 대지 11만 2200㎡의 외부 정원과 1만 1361㎡의 실내 식물원으로 구성되어 있다.
외부 정원은 야자수와 같은 커다란 나무가 숲을 이루며, 한국, 일본, 이탈리아, 프랑스식 정원을 만들어 놓아 동, 서양의 정원을 감상할 수 있다. 총 2,300여 종의 식물이 살고 있으며, 온실 안에서는 약 절반인 1,300여 종의 식물이 살고 있다.
실내 식물원은 중앙홀과 높이가 38m인 중앙 전망탑이 있어 중문관광단지, 천제연폭포가 한눈에 들어오며 한라산과 인근 해안선 일대를 조망할 수 있음은 물론 쾌청한 날에는 국토 최남단 마라도까지 선명하게 바라볼 수 있다. 
또한 다양한 테마로 꾸며진 정원을 볼 수 있는데, 신비의 정원, 꽃의 정원, 물의 정원, 선인장 정원, 열대 정원, 열대 과수원으로 이루어져 있다.신비의 정원은 화산 암반석과 양치식물, 자생 식물들로 이루어져 있으며, 꽃의 정원은 열대 및 아열대 식물들로 조성되어있다.
물의 정원은 연못과 습지로 조성되어 있으며, 열대 정원과 열대 과수원은 열대 과수와 식물들로 조성되어있다. 선인장 정원은 어린 왕자에도 나오는 바오밥나무를 볼 수 있다.",
여민뜰,2858855,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/50/2858850_image2_1.jpg,충청남도,126.9516322261,36.8515504127,"여민뜰은 충청남도 아산시 영인면 아산리에 있는 한옥 음식점이다. 예스러운 멋을 풍기는 외관과 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 보리굴비, 더덕구이, 떡갈비 등이 상에 오르는 법성포 보리굴비 한상이다. 강원도산 생곤드레를 맛볼 수 있는 영월 곤드레솥밥, 다섯 가지 과일청으로 맛을 낸 제육쌈밥과 보리된장도 별미다. 이 밖에 한우떡갈비, 한방토종백숙 등도 판다.","<a href=""http://instagram.com/yeomintteul""target=""_blank"" title=""새창 : 여민뜰 사이트로 이동"">http://instagram.com/yeomintteul</a>"
여민락 문화교류축제 통:로,3351652,인문(문화/예술/역사),축제,일반축제,http://tong.visitkorea.or.kr/cms/resource/80/3351580_image2_1.jpg,서울특별시,126.9232409242,37.5319183907,"전통문화예술 전승과 발전의 기반을 마련하고자 대한민국전통예술전승원이 주최하는 축제로, 전통을 기반으로 한 다양한 음악, 복식, 미술 공연과 플리마켓, 체험 부스 등을 시민들과 함께 나누며 새로운 경험의 장을 제공한다.","<a href=""https://www.ktaia.or.kr/child/sub/news/participate?ptype=view&_idx=668a014062eae73"" target=""_blank"" title=""새창 : 여민락 문화교류축제 통:로 축제 페이지"">/www.ktaia.or.kr</a>"
여민루,126981,인문(문화/예술/역사),역사관광지,유적지/사적지,http://tong.visitkorea.or.kr/cms/resource/64/2522164_image2_1.jpg,충청남도,126.9531459081,36.8541306975,"조선 시대의 아산군 관아 입구에 세워졌던 문루인데, 동향한 낮은 기단 위에 4각형의 주형 초석을 배열하고 그 위에 둥근 기둥을 세워서 루마루를 설치하였다. 하층은 정면 3칸에 각각 문을 달아 통로로 사용하였으며, 좌우 협간의 문미[門楣] 상부에는 홍살을 설치하였고 측면의 2칸은 판벽으로 막았다. 공포는 2익공인데 외출목은 없으며 처마 밑의 기둥 사이에는 간략화된 화반형의 초화반을 중앙문에 3개, 그 이외의 문에는 모두 2개식을 배치하였다. 지붕 가구는 앞 뒤 기둥 위에 대들보를 걸었는데 대들보 위에 소로를 두고 그 위에 뜬 창방을, 다시 이 뜬 창방 위에 주두를 놓아 종량을 받치도록 하였다. 종량 위에 있는 대공은 파연대공[波蓮臺工]의 형태를 이루고 있는데, 이대공과 결구된 뜬 창방은 그 위에 있는 마루 도리와의 사이에 간단하게 장식된 초각반 3개를 배치하여 중간부분을 보강하고 있다. 천장은 연등 천장이며 모도 단청으로 채색되어 있고 이칸 정면이 ""여민루""란 현판이 걸려 있다.","<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&sngl=Y&ccbaCpno=2113400170000"" target=""_blank"" title=""새창: 국가유산청 홈페이지로 이동"">www.heritage.go.kr</a>"
여백과 낙엽 향 가득한 하룻밤,2037263,추천코스,캠핑코스,캠핑코스,http://tong.visitkorea.or.kr/cms/resource/88/2036088_image2_1.JPG,Unknown,127.9781991785,37.0117060575,충주의 캠핑장들은 가을 캠핑의 묘미인 ‘여백의 미’가 도드라진다. 서울에서도 가깝고 주말에 많이 북적이지 않는다. 반딧불오토캠핑장은 옛 초등학교터에 캠핑장을 조성한 곳으로 초입에는 수십미터 솟은 플라타너스가 반긴다. 주변의 충주댐과 탄금대 온천까지 즐길 수 있는 꿀 코스다.,
여보게웃게 본점,2911745,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/06/2911706_image2_1.jpg,대전광역시,127.3510638928,36.3075004884,"여보게웃게 본점은 대전광역시 서구 도안동에 있다. 깔끔한 분위기를 연출하는 외관과 내부는 차분한 느낌의 인테리어에 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 간장게장과 양념게장 중 한 가지를 선택할 수 있는 게장 정식이다. 이 밖에 간장게장+양념게장 무한리필, 청국장 SET, 꽃게탕 SET 등을 판다. 서대전IC에서 가깝고, 주변에 대전오월드와 장태산자연휴양림이 있다.","<a href=""http://www.여보게웃게.com""target=""_blank"" title=""새창 : 여보게웃게 본점 사이트로 이동"">http://www.여보게웃게.com</a>"
여사울성지,2771833,인문(문화/예술/역사),역사관광지,종교성지,,충청남도,126.8236463513,36.7568924052,"여사울 성지는 충청남도 예산군 신암면 신종리에 자리했다. 천주교 대전교구 소속의 천주교 성지로 1890년대부터는 내포 지역 천주교 전통 신앙의 모범이 된 공소였다. 여사울 성지에는 충청도 지역교회 창설을 위해 헌신한 ＂충청도의 사도＂로 불리는 이존창의 생가 터가 있다. 이곳은 충청남도 기념물 제177호로 지정되어 있다. 성당 내부는 작지 않은 규모의 아늑하다. 또한 직접 만든 나무 작품을 판매하는 모습을 볼 수 있고, 여사울 성지의 역사가 담긴 오래된 책이 전시되어 있는 것을 볼 수 있다. 이곳은 예산 수덕사 IC와 가까운 거리에 위치해 있고 주변에는 도고 온천, 국립 예산 치유의 숲 등이 있다.",
여산 숲정이 순교성지,1316395,인문(문화/예술/역사),역사관광지,종교성지,,전북특별자치도,127.0819944985,36.0618293853,"전북 익산시 여산면 여산리에 있는 천주교 순교 성지이다. 이곳은 호남의 관문으로 일찍이 천주교가 전래되어 수많은 신앙 공동체와 순교자들을 배출하였다. 병인박해가 일어났을 당시에 금산, 진산, 고산에서 잡혀 온 신자들이 순교한 곳이며 기록상으로만 22명이 순교했다. ‘여산 순교 성지’라고 쓰인 대형 돌판이 있으며 그 안쪽으로 백지사 기념비가 서 있다. 순교자들의 무덤은 천호산 기슭 천호 공소 부근에 자리하고 있다.

(출처 : 익산시 문화관광 홈페이지)","<a href=""https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS_TOUR_NTOUR&menuCd=DOM_000005901001000000&startPage=1&dataSid=533453"" target=""_blank"" title=""새창 : 익산 문화관광 홈페이지로 이동"">http://www.iksan.go.kr/tour</a>"
여산동헌,1316476,인문(문화/예술/역사),역사관광지,고궁,,전북특별자치도,127.0857220117,36.0592519663,"이 건물은 3단의 계단식 건물 터 제일 상단부에 들어서 있는데, 조선시대 말기에 건축한 것으로 보인다. 벽과 방의 구조는 근래 일부 개조하여 본 모습은 잃었지만, 비교적 원형이 잘 보존되어 있다. 특히 추녀와 대청마루에서 한식 목조 건물의 전형적인 아름다움이 잘 드러난다. 여산 동헌은 전국적으로 그리 많이 남아있지 않은, 옛 모습을 간직한 조선시대 지방관청 건물의 하나이다. 『여산 동헌 느티나무』전라북도 기념물 (2002.08.02)이 느티나무의 유래에 대한 기록이 남아 있지 않아 정확한 내용은 알 수 없다. 다만 여산 동헌과 주변에 7주의 대형 느티나무가 집중 분포되어 있음에 따라 동헌의 설치와 어느 정도 연관이 있을 것으로 추정할 뿐이다. 여산은 전주에 속해 있다가 공양왕 3년(1391) 감무를 두고 낭산과 공촌, 파제 두 부곡의 권농사까지 겸임하였고, 조선 태종 2년(1402)에 여산현이라 하고, 세종 18년(1436)에는 원경왕후의 외향이라 하여 군으로 승격되었다고 함으로 조선 태종대에서 세종대에 동헌이 설치되는 과정에서 식재되었을 것으로 보여 수령은 600년 정도로 추정된다. 나무의 휴고 둘레는 4.5m, 높이는 22m이다.","<a href=""http://www.iksan.go.kr/tour/"" target=""_blank"" title=""새창 : 익산 문화관광 홈페이지로 이동"">http://www.iksan.go.kr/tour/</a><br />
<a href=""http://www.cha.go.kr/"" target=""_blank"" title=""새창 : 문화재청 홈페이지로 이동"" >http://www.cha.go.kr</a>"
