title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
거제오션뷰카트체험장,2741631,레포츠,육상 레포츠,카트,http://tong.visitkorea.or.kr/cms/resource/25/2741825_image2_1.JPG,경상남도,128.6644608148,34.7950809875,Unknown,Unknown
거제오션호텔,2578490,숙박,숙박시설,관광호텔,,경상남도,128.6961694066,34.8907680926,"고객에게 최적의 호나경과 최고의 서비스를 제공하여 그들의 성공을 함께 만들어 나가고자 한다. 또한 비즈니스에서 긴장된 심신을 풀어줄 수 있는 진정한 의미의 휴식 공간을 추구한다. 거제 오션 호텔은 스탠다드와 디럭스로 구성되어 있는 객실은 비즈니스맨의 편안한 휴식을 위해 아늑한 분위기와 여유로운 수납공간 그리고 엄선된 레스토랑, 피트니스 클럽 그리고 비즈니스 센터가 있다. 단순한 여유와 휴식을 위한 공간을 넘어 다양한 라이프 스타일을 제공하는 호텔로서 고객 한 분 한 분의 삶을 아름답게 비추고자 하는 소망을 담았다.
(정보제공자: 거제시청)",
거제와 통영의 절경 속으로,1960921,추천코스,가족코스,가족코스,http://tong.visitkorea.or.kr/cms/resource/54/213054_image2_1.jpg,Unknown,128.6247343647,34.875324085,"거제 포로수용소 유적공원은 한국전쟁 당시 17만여 명의 포로들이 생활했던 곳에 자리하고 있다. 구조라 해수욕장에선 남해의 여유로움을, 신선대 전망대에서는 남해의 호탕함을 느낄 수 있다.",
거제의 청정하고 푸른 바다와 볼거리,2364082,추천코스,가족코스,가족코스,http://tong.visitkorea.or.kr/cms/resource/40/1999740_image2_1.jpg,Unknown,128.7020315291,34.8335829214,Unknown,Unknown
거제자연예술랜드,127725,자연,자연관광지,수목원,,경상남도,128.6240137852,34.8156946239,"거제자연예술랜드는 난·수석계의 대표적인 인물이자 시조시인 능곡 이성보, 안해숙 부부가 50여 년 동안 창작, 수집한 풍란, 석부작, 목부작 등 분재와 각종 희귀 수석이 전시되어 있다.
3개의 전시실로 나눠져 있으며, 민속전시관, 야외공원, 목공예전시실 등이 있어 우리나라 최대의 난, 수석, 분재전시관이라 할 수 있다.
미니 장가계, 천 개의 인상석(나한상), 석목부작, 실생산수화, 목공예 등 진귀한 자연예술품들로 조성되어 있어 거제를 찾는 관광객들의 눈길을 사로잡는 곳이다. 특히 미니장가계라 불리는 석림은 사다리를 놓고 하나하나 돌을 쌓아 올려 만든 것으로, 돌과 돌 사이에 식물을 심어 숲을 연상케 하는데 봄철에는 연산홍과 어우러져 장관을 연출한다. 개인이 만든 공원이라고는 믿기지 않을 정도로 웅장하며, 방문객 누구나 감탄이 나올 정도로 화려하고 신비로운 곳이다. 수석과 분재에 관심이 있다면 꼭 들러볼 관광지다.",
거제자연휴양림,126582,자연,자연관광지,자연휴양림,,경상남도,128.6296446835,34.7841760229,"거제자연휴양림은 노자산 해발 150m~565m에 조성되어 있으며, 단풍나무, 참나무, 고로쇠나무, 노각나무 등의 활엽수가 주종을 이루고 있어 봄의 신록, 여름의 녹음, 가을의 단풍이 아름답다.
산 정상의 전망대에서 한려해상국립공원의 크고 작은 섬들과 다도해를 바라다보면 가슴이 확 트이는 느낌과 상쾌함을 만끽할 수 있으며, 주변의 관광명소와 접근성이 매우 좋아 다양한 체험과 볼거리로 가족과 함께 즐길 수 있다는 것이 거제자연휴양림의 매력이다.
숙박시설은 숲속의 집, 콘도형 산림문화휴양관 11실, 숲속수련장 2동을 운영하고 있으며, 산림문화휴양관에는 세미나실이 있어, 초, 중, 고, 대학생 MT 및 기업체 직원들의 워크숍 장소로 많이 활용되고 있다. 숙박시설 못지않게 야영데크가 잘 만들어져 있으며, 한낮에도 햇볕이 들지 않을 정도로 나무가 많은 숲에 데크장이 있어 자연과의 일체감을 느끼며 야영을 즐길 수 있다.
또한 어린이를 위한 목재문화체험장이 있어, 나무와 친숙할 수 있도록 놀이와 체험을 할 수 있는 곳이다.","<a href=""https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030059"" target=""_blank"" title=""새창 : 거제자연휴양림 사이트로 이동"" >https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030059</a>"
거제자연휴양림캠핑장,2740076,레포츠,육상 레포츠,"야영장,오토캠핑장",http://tong.visitkorea.or.kr/cms/resource/12/2740312_image2_1.jpg,경상남도,128.6259671847,34.7857368933,Unknown,Unknown
거제저도유람선,2755033,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,http://tong.visitkorea.or.kr/cms/resource/11/3373711_image2_1.JPG,경상남도,128.7035269333,35.0010475573,"거제 저도유람선은 천혜의 아름다운 경관을 품고 있는 궁농항에서 출발하여 이수도까지 거제 북부 바다의 감성을 뿜어내는 해상관광코스이다. 저도의 명칭은 섬의 모양이 돼지가 누워있는 형상이라 붙여진 것이라고 한다. 1972년 바다의 청와대라는 청해대가 들어선 저도는 역대 대통령 휴양지로 민간인 출입이 금지된 섬이었으나 47년 만에 동백림과 기암괴석이 조화를 이룬 천혜의 비경 산책로와 전망대, 해수욕장과 골프장 등이 모두 개방되었다. 또한, 세계적 기술이 집약된 거가대교의 숨은 매력을 유람선을 타고 관람할 수 있으며 일출 명소로도 주목을 받고 있다. 거제저도유람선은 탑승할 수 있는 인원이 한정되어 있어 주말이나 공휴일, 성수기엔 많은 여행객이 집중되어 매진되는 사례가 발생하니 예약은 필수다.","<a href=""https://jeodo.co.kr/"" target=""_blank"" title=""새창 : 거제저도유람선 홈페이지로 이동"">https://jeodo.co.kr/</a>"
거제조선해양문화관,2783983,인문(문화/예술/역사),문화시설,박물관,,경상남도,128.7019093134,34.8337301246,"거제조선해양문화관은 배를 만들고 움직이는 원리를 체험할 수 있는 곳으로 한번 발권으로 1관 거제어촌 민속 전시관과 2관 거제 조선해양 문화관을 같이 관람할 수 있다. 2관인 거제 조선해양 문화관에서 입장권을 회수하므로, 1관에 위치한 거제 어촌민속전시관 관람을 마치고 2관으로 이동하는 게 좋다. 거제조선해양문화관 앞 광장에는 입장료 없이 관람 가능한 사계의 숲, 파도의 숲 등 여러 종류의 정원과 거북선 모형이 있어 1관에서 2관으로 이동하는 동안 또 다른 볼거리를 제공한다. 거제조선해양문화관 1층은 유아 조선소가 있어 부모 동반 유아에 한해 선박 간 대화하는 방법이나 노젓기 체험, 시뮬레이션을 통해 직접 배를 움직여보는 체험을 할 수 있다. 한 시간 간격으로 상영되는 4D영상 탐험관에서는 직접 위그선을 타고 거제도의 아름다운 해저를 탐험할 수 있어 아이들에게 인기이다. 2층 선박의 역사, 조선기술의 성장 과정, 미래의 첨단 조선기술을 살펴볼 수 있어 훌륭한 교육자료가 된다. 5층 전망대에서는 한려수도의 맑은 바다를 볼 수 있는데, 다른 곳과 달리 거제조선해양문화관 망원경은 무료로 이용할 수 있다.","<a href=""https://www.gmdc.co.kr/_marine/#0"" target=""_blank"" title=""새창 : 거제조선해양문화관 사이트로 이동"">https://www.gmdc.co.kr</a>"
거제집,2917192,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/85/2917185_image2_1.jpg,경상남도,128.6168345972,34.8924609159,Unknown,Unknown
