title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
더반 힐 글램핑,2747602,레포츠,육상 레포츠,"야영장,오토캠핑장",http://tong.visitkorea.or.kr/cms/resource/94/2748294_image2_1.jpg,충청남도,126.5041645549,36.4247861875,"더반 힐 글램핑은 충남 보령시 오천면에 있다. 오천항에서 갈매못성지 방면, 차로 5분 거리다.  바다가 보이는 아름다운 전망을  즐길 수 있는 곳으로, 특히 일몰 무렵이면 장관을 연출하는 까닭에 사진 찍기에 몰두하는 캠퍼가 많다. 펜션과 글램핑장을 함께 운영하고 있다. 글램핑 객실은 침대형과 온돌형 2가지 타입이다.  온돌형은 최대 6명까지 이용할 수 있다.  전 객실에 개별 화장실과 샤워장이 있다. 글램핑장 앞에서 바비큐가 가능하며 넓은 마당에서도 바비큐를 즐길 수 있다.  부대시설로는 넓은 잔디마당과 캠프파이어, 족구장이 있고,  왕복 20여 분이 걸리는 해안가 산책로가 있다. 근처에 오천항, 갈매못성지, 오천향교 등 관광지와도 가까워 연계 여행이 순조롭다. 활어회 등을 맛볼 수 있는 음식점도 여러 곳이 있다.","<a href=""https://durbanhill.modoo.at/"" target=""_blank"" title=""새창 : 더반 힐 글램핑 사이트로 이동"">https://durbanhill.modoo.at/</a>"
더반GC,2763728,레포츠,육상 레포츠,골프,http://tong.visitkorea.or.kr/cms/resource/34/2763934_image2_1.png,경기도,127.4922289793,37.2093104768,"경기도 이천시 대월면에 있는 대중제 골프장으로 총연장 6,010m의 파 72의 18홀 퍼블릭 코스이다. LEFT 코스와 RIGHT 코스 각 9홀씩으로 그린이 두 개로 양호한 그린 상태를 유지하고 있다. 지역의 특성을 최대한 살려 억새밭, 야생화 군락지를 조성했으며 기본 표고 차 15m 내외의 평탄한 설계로 여성 골퍼도 쉽게 라운딩을 즐길 수 있다. 중부고속도로 이천 IC에서 자동차로 7분 거리에 있다.","<a href=""http://www.theban.co.kr/"" target=""_blank"" title=""새창 : 더반GC 사이트로 이동"">http://www.theban.co.kr/</a>"
더반올가닉,2833942,음식,음식점,카페/전통찻집,http://tong.visitkorea.or.kr/cms/resource/36/2833936_image2_1.jpg,경기도,127.5093228831,37.2715869245,"더반올가닉은 유기농으로 블루베리를 재배하는 농장에서 운영하는 브런치 카페이다. 카페 바로 앞에 있는 농장에서 재배한 블루베리를 이용하여 다양한 블루베리 메뉴를 제공한다. 건물 1층 카페에 있는 큰 유리창을 통하여 블루베리밭을 볼 수 있다. 2층은 테이블 간격이 넓고 단체석도 있다. 3층은 좌식으로 된 공간이다. 안전상의 이유로 2, 3층은 어린이들이 이용할 수 없다. 입구 왼편에 마련된 독립 공간은 네이버 예약으로 이용할 수 있다. 블루베리 농장인 만큼 블루베리 디저트가 다양하고, 생블루베리나 잼, 청을 구입할 수 있다. 외진 곳에 있어 자동차를 이용하는 것이 좋으며, 어린이들과 함께 가면 좋다.",
더밸리펜션(아트인더밸리),138789,숙박,숙박시설,펜션,,경상남도,128.9955961892,35.4995636409,"영남알프스라 불리는 푸름이 숨 쉬는 배내골, 그 속에 예쁜 빨간 지붕집 펜션이 있다. 아트인더밸리펜션은 각 객실에 개별 데크와 바비큐시설, 어닝시설을 갖추고 있다. 주변에는 아름다운 송림공원과 넓은 운동장, 과수원길, 다양한 체육시설, 등산로, 산책로가 있으며, 마을과 조금 떨어져 고즈넉한 시골의 경치를 느낄 수 있다.","<a href=""http://thevalley.co.kr"" target=""_blank"" title=""새창 : 더밸리펜션으로 이동"">http://thevalley.co.kr</a>"
더버스스탑,2669960,음식,음식점,카페/전통찻집,,서울특별시,126.9858872259,37.5590691358,다양한 음료를 판매하고 있는 카페이다. 대표메뉴는 아메리카노이다. 서울특별시 중구에 있는 카페다.,
더베이101,2350092,인문(문화/예술/역사),건축/조형물,유명건물,,부산광역시,129.152097571,35.1566216976,"더베이 101은 해운대의 야경을 자랑하는 복합문화예술공간으로, 아름다운 바다와 산, 그리고 현대적인 건물이 공존하고 있다. 밤이 되면 화려한 마천루를 볼 수 있는 부산의 유명한 관광명소로, 해운대 동백섬 입구에 위치하고 있다. 더베이 101에는 해운대 시티뷰를 바라보며 브런치, 음료 등을 즐길 수 있는 카페, 테라스 및 루프탑을 겸비하고 있는 식당, 다양한 소품 및 주방용품 등을 볼 수 있는 소품샵, 갤러리 등 다양한 시설이 입점되어 있다. 또한, 요트투어를 운영하고 있어 시속 120km의 요트를 타고 아름다운 해운대의 야경을 눈에 담을 수 있다. 해운대의 야경 혹은 마천루를 활용한 멋진 사진을 찍기 위한 포토존 명소로도 자리 잡고 있어 많은 관광객이 찾고 있다.  

◎ 한류의 매력을 만나는 여행 정보 - 드라마 <힘쎈여자 강남순>
금주와 큰손들이 요트투어를 즐기며 브래드 송에 관한 이야기를 나눈 더베이101은 부산의 오션뷰와 시티뷰가 한데 모인 장소다. 요트를 타고 해운대 바다를 달리며 럭셔리한 부산의 밤을 즐겨보자.","<a href=""http://www.thebay101.com"" target=""_blank"" title=""새창 : 더베이101 홈페이지로 이동"">http://www.thebay101.com</a>"
더베이101요트투어,3076754,레포츠,수상 레포츠,요트,,부산광역시,129.152097571,35.1566216976,"더베이101 요트투어는 해운대 동백섬에 있는 더베이101에서 운영하는 요트 체험 투어이다. 더베이101 요트에는 방 3개, 화장실 2개, 테라스가 갖추어진 BALI45(40인승, 2020년)과 방 4개, 거실, 주방이 있는 BALI4(32인승, 2021년)의 두 대의 최신 요트를 보유하고 있다. 
요트투어는 약 1시간 정도 소요되며, 더베이101에서 출발하여, 동백섬, 해운대 해수욕장, 광안대교, 광안리해수욕장, 수변공원, 마린시티를 운항하며, 아름다운 해운대의 바다 경치와 야경을 관광할 수 있다. 더베이101은 요트투어와 함께 대도식당, 핑거스앤쳇, 카페 싸이드, 동백잡화점 등을 이용할 수 있는 종합 관광단지이다.","<a href=""http://www.thebay101yacht.com/"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://www.thebay101yacht.com/</a>"
더베이스,142839,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/27/1848227_image2_1.jpg,충청북도,127.9268136349,36.9590806079,"더베이스는 실내,외 웨딩홀에는 첨단 웨딩연출 장비 배치되어 있으며 각 연회실 별 빔프로젝트, 초대형 벽면스크린, 음향시스템, 노래방기기, 축소형 에펠탑 설치로 운치를 더 해주는 아름다운 호수가의 낭만이 있는 호텔이다.","더베이스 <a href=""http://www.hotelthebase.com/"" target=""_blank"" title=""새창 : 더베이스 홈페이지로 이동"">http://www.hotelthebase.com/</a>"
더베이직_마인드브릿지부산기장(롯)점,2893651,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/46/2884646_image2_1.jpg,부산광역시,129.2128079785,35.1922521684,-,
더베이징,2838256,음식,음식점,중식,http://tong.visitkorea.or.kr/cms/resource/45/2838245_image2_1.jpeg,경기도,126.7348189105,37.3433758218,"더베이징은 경기도 시흥시 시흥정왕중심상가 내에 위치한 중화요리 전문점이다. 세계요리대회를 휩쓴 셰프들이 콜라보하여 오랜 기간 연구와 테스트를 통해 메뉴를 만들었다. 내부는 넓고 쾌적하며, 룸 좌석이 완비되어 있다. 기본적인 중식 메뉴를 포함하여 일품요리, 세트 메뉴, 코스요리 모두 있어 회식 및 외식 장소로도 좋다. 출입구에 테이크아웃 전용 카페가 있어 식사 후 이용하기 좋다. 음료 메뉴는 캔에 제공되어 편하게 휴대할 수 있다. 건물 지하 주차장에 주차할 수 있으며, 식사 시 무료로 이용할 수 있다. 지하철 정왕역 1번 출구에서 도보로 10분 거리이며, 시흥종합터미널 바로 옆에 있어 접근성이 좋다.","<a href=""http://thebeijing.modoo.at/""target=""_blank"" title=""새창 : 더베이징 사이트로 이동"">http://thebeijing.modoo.at/</a>"
더벨스파 동대문현대시티아울렛점,2794931,인문(문화/예술/역사),휴양관광지,온천/욕장/스파,http://tong.visitkorea.or.kr/cms/resource/06/2796106_image2_1.jpg,서울특별시,127.0076821872,37.5687878415,"더벨스파에서는 1:1 맞춤형 관리로 고객의 피부 상태 및 신체에 맞도록 서비스를 제공한다. 
또한 5성급 호텔 스파에서 사용되는 프랑스 상위 1%의 에스테틱 제품을 사용하고 전문교육을 이수하여 고객들에게 최상의 관리와 결과를 위해 노력한다. 美 FDA의 승인을 받은 최신 장비도 보유하고 있다.","<a href=""http://www.bellespa.co.kr/"" target=""_blank"" title=""더벨스파 사이트로 이동"">http://www.bellespa.co.kr/</a>"
더보울,2845641,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/31/2845631_image2_1.jpg,경기도,127.4165764098,37.2472075005,"더보울은 경기도 이천시 호법면에 있는 소머리국밥 전문점이다. 외관뿐만 아니라 매장 안에도 카페 같은 분위기이다. 식당의 테이블도 원목으로 고급스럽고 은은한 조명에 넓고 깔끔하다. 새벽부터 낮까지 영업해 골퍼들이 아침식사를 위해 많이 찾는다. 더보울의 곰탕은 맑은 한우 곰탕이다. 대표 메뉴인 소머리곰탕은 뽀얀 국물에 고기가 듬뿍 들어있고 맑고, 깔끔한 맛이다. 내장곰탕은 내장이 많고 씹을수록 고소한 맛이 좋다. 더보울은 1인분씩 1 식판을 사용하여 밑반찬이 따로 나온다. 국밥과 함께 3가지의 반찬은 놋그릇에 정갈하게 담고, 수저, 밥과 함께 한 쟁반에 나온다. 커피 한잔할 수 있는 야외테라스도 있고, 골프 퍼팅 연습 매트도 한 편에 갖추어 놓았다.","<a href=""https://www.instagram.com/thebowl_icheon/"" target=""_blank"" title=""새창 : 더보울 인스타그램으로 이동"">https://www.instagram.com/thebowl_icheon/</a>"
더부엌,2865651,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/38/2865638_image2_1.JPG,경상남도,128.8149374933,35.1765882541,"김해 율하 카페거리 안쪽에 있는 더부엌은 상다리가 휘어질 듯 테이블을 꽉 채운 한상차림으로 유명하다. 주차는 카페거리 곳곳에 하거나 바로 옆 율하천변에 할 수 있다. 8개의 테이블이 놓여 있는 크지 않은 규모에 가성비가 좋아 대기가 많으며 배달도 가능하다. 합리적인 가격에 전복, 새우튀김, 제육볶음, 잡채, 김치찜, 꽃게 된장찌개 등과 다양한 나물의 기본 찬이 제공되는데 추가 주문 메뉴를 제외하고는 무제한 셀프 리필이 가능하다. 근처에 반룡산과 롯데워터파크 등이 있어 가족과 함께 나들이 후 들르기 좋다.
※ 반려동물 동반 불가",
더불어사는터,2757602,레포츠,육상 레포츠,"야영장,오토캠핑장",http://tong.visitkorea.or.kr/cms/resource/52/2757652_image2_1.JPG,강원특별자치도,128.1737895766,37.3104391681,"더불어사는터는 치악산 끝자락에 위치한 영월 수주면에 위치한 캠핑장으로 29개의 캠핑 사이트와 3개의 펜션 동으로 되어 있는 캠핑장이다. 바로 옆에는 민물가재가 사는 맑고 넓은 계곡이 있고, 나무가 많아 시원하다. 트레일러나 카라반도 추가 비용을 내면 입영이 가능하다. 애견의 경우 5kg 이하 소형견은 동반 가능하다. 사이트는 지정제가 아니라 선착순 배정이며, 바닥은 파쇄석으로 되어 있다.","<a href=""https://www.camfit.co.kr/camp/61356a1908be83001e8235d9/"" target=""_blank"" title=""새창 : 더불어사는터 사이트로 이동"">https://www.camfit.co.kr/camp/61356a1908be83001e8235d9/</a>"
더뷰,2863004,음식,음식점,서양식,http://tong.visitkorea.or.kr/cms/resource/90/2862990_image2_1.jpg,경기도,127.3398153058,37.0001540823,"더뷰는 금광호수가 보이는 다이닝카페로, 1층은 식사를, 2층과 테라스는 카페로 이용할 수 있다. 내부 통유리창 너머로 금광호수가 넓게 펼쳐진 모습이 보인다. 스테이크부터 샐러드, 리조또, 파스타, 화덕피자까지 다양한 메뉴가 준비되어 있다.",
더뷰17,2844481,음식,음식점,서양식,http://tong.visitkorea.or.kr/cms/resource/77/2844477_image2_1.jpg,경기도,127.1009301635,37.2412663866,"더뷰17은 2017년도 전망이 가장 좋은 지역으로 선정된 곳에 자리 잡은 패밀리 레스토랑이다. 이곳은 건강한 외식문화를 지향하는 곳으로, 음식에 대한 정식함과 자부심으로 가공식품이 들어가지 않은 더뷰17만의 자체 베이스 소스로 맛의 차별화를 두고 있다. 감각적이고 빈티지한 인테리어 공간에서 가성비 좋은 합리적인 가격으로 코스와 세트요리를 즐기리 수 있다.","<a href=""https://www.instagram.com/the_view17/"" target=""_blank"" title=""새창 : 더뷰17 인스타그램으로 이동"">https://www.instagram.com/the_view17/</a>"
더뷰티호텔 [한국관광 품질인증/Korea Quality],2595938,숙박,숙박시설,관광호텔,http://tong.visitkorea.or.kr/cms/resource/02/2596102_image2_1.jpg,강원특별자치도,128.8995078373,37.7615120471,"더뷰티호텔은 강릉역에서 도보 5분 거리에 있다. 다양한 여행객을 위해 여러 타입의 객실을 구비하였다. 조식으로 시리얼, 요거트, 빵, 계란, 커피 등을 제공한다. 안내데스크에서 강릉 여행안내 및 자전거․전동스쿠터 대여 서비스를 이용할 수 있다. 강릉 시내 중심에 있어 강릉 곳곳을 여행하기 좋고, 중앙시장까지 도보 이동이 가능하다.",http://beauty-hotel.co.kr
더뷰펜션(더뷰1151),2582171,숙박,숙박시설,펜션,,경상남도,127.835102515,34.7964605849,"경남 남해의 풀빌라로 바닷가 절벽에 위치해 천해의 환경을 누릴 수 있다. 약 3mx7m에 달하는 대형 인피니티 풀과 넓은 테라스를 구비한 풀빌라 객실에서는 낮 시간에는 수영장과, 6.5미터 높은 층고의 시원한 공간에서 마치 바다위에 떠있는 듯한 낭만을, 저녁 시간에는 150인치 대형 스크린과 음향 시스템을 이용한 영화 감상을 즐기실 수 있다. 넓은 오션뷰 테라스와 잔디공간이 마련된 오션뷰 테라스룸에서는 한적한 시간을 즐기며 남해 바다의 절경과 부서지는 파도소리를 감상할 수 있다. THE VIEW 1151은 단지내에 바닷가로 내려갈 수 있는 산책로와 갯바위를 사유지로 꾸며놓아, 연인, 가족, 친구들과 가벼운 산책과 낚시 등도 즐길 수 있어 더욱 큰 즐거움을 제공한다.",http://theview1151.com/
