title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
성남시 분당도서관,130814,인문(문화/예술/역사),문화시설,도서관,http://tong.visitkorea.or.kr/cms/resource/10/3053810_image2_1.jpg,경기도,127.1165754615,37.3580920269,"성남시 분당도서관은 1999년 개관한 도서관으로 성남시가 운영 중인 도서관 중 가장 오래된 도서관으로 건전한 독서문화 및 지역 문화 발전을 위해 노력하는 곳이다.
분당도서관은 지하 1층 지상 5층으로 구성되여 있으며, 장애인 열람실, 어린이 가족열람실, 모두의 서재와 문화교실 문헌정보실 등이 있으며, 4층 열람실 옆으로 휴식을 위한 하늘공원이 있다.
분당도서관 문화강좌로는 문화교실과 독서회가 있다. 문화교실 수업 강좌로는 교실 밖에서 배우는 한국사, 마주보는 클래식, 책이랑 놀자, 독서논술토론 등이 있다. 독서회의 경우 초등학생과 중학생 대상으로 진행되고 있다. 또한 도서관 행사로는 도서관 이용과 독서생활화를 위한 문화 교육 프로그램인 독서교실, 어린이 인형극, 동화 구연 등이 있다.","<a href=""https://www.snlib.go.kr/bd/index.do"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.snlib.go.kr</a>"
성남시 수정도서관,130813,인문(문화/예술/역사),문화시설,도서관,http://tong.visitkorea.or.kr/cms/resource/35/3053835_image2_1.jpg,경기도,127.1528250621,37.4522317642,"성남시 수정도서관은 원도심 지역거점 도서관으로, 두텁고 촘촘한 맞춤형 독서 복지 구현을 위한 복합문화공간으로 시민 만족도를 향상하고자 노력하는 곳이다. 원도심 독서율 증진사업으로 지역 간 지식 정보 불균형을 해소하고, 지식 정보 취약계층 독서 활동 지원, 생애 주기별 독서프로그램, 스마트 도서관 서비스 등 다양한 사업을 지속 추진하고 있다. 
수정도서관은 서고, 문화교실, 세미나실, 열람실, 북 카페, 문헌정보실, 전자정보실 등으로 구성되어 있다. 장서로는 일반도서, 아동도서, 다문화 도서 등을 구비하고 있으며 총 30만 권이 넘는 장서를 관리하고 있다. 
문화강좌의 경우엔 문화교실, 컴퓨터 교육, 독서회 그리고 특별강좌로 이루어져 있다. 문화교실은 성인과 어린이 모두 참여할 수 있고, 대표적인 어린이 강좌로는 창의수학, 토론과 발표, 고전 깊이 읽기가 있으며 성인 강좌로는 역사 스토리텔러 자격과정, 시니어교육 지도자 자격과정 등이 있다.","<a href=""https://www.snlib.go.kr/sj/index.do""target=""_blank"" title=""새창: 성남시 수정도서관 "">https://www.snlib.go.kr/sj/index.do</a>"
성남시 식물원,2759974,자연,자연관광지,수목원,http://tong.visitkorea.or.kr/cms/resource/47/3334247_image2_1.jpg,경기도,127.1668682019,37.453226347,"성남시 중원구 은행 1동에 양묘장과 용도 폐기된 배수지를 이용하여 재 활용 공간으로 조성된 식물원이다. 식물원엔 다양한 식물과 야생화, 곤충류들이 서식하고 있어 어린이들에게는 자연교육 학습장으로 인근 주민들에게는 친숙한 자연휴식공간으로 사용되고 있다. 다양한 식물들 앞에는 친절하게 설명문을 붙여뒀고 연못 주변에 정자를 설치 힐링할 수 있는 공간이 될 수 있게 배려했다
식물원 주변의 탐방로나 산책길은 평탄하고 쉬운 길이 있는가 하면 오르막도 있어 선택할 수 있다. 식물로 터널을 이룬 아기자기한 길들이 많아 걷고 나면 산림욕을 한 기분이 들 정도이다. 목공체험장과 화분 분갈이 체험을 할 수 있고 입장과 주차는 무료이나 운영시간 외에 방문하면 입장할 수 없으니 확인이 필요하다. 식물보유로는 교목: 91종 1,499주/ 관목 : 78종 15,540주 /초화류 : 214종 68,271본이 있다.","<a href=""https://epark.seongnam.go.kr:10010/main/index.asp"" target=""_blank"" title=""새창 : 성남시립식물원 사이트로 이동"">http://epark.seongnam.go.kr/</a>"
성남시 식물원(은행식물원),523741,자연,자연관광지,수목원,http://tong.visitkorea.or.kr/cms/resource/37/3053337_image2_1.jpg,경기도,127.1668682019,37.453226347,"성남시 식물원은 성남시 중원구 양묘장과 폐기된 배수지를 재활용하여 조성된 2007년 개장한 식물원이다. 식물원의 면적은 17,000여 평이며, 보유 수종은 교목 90종, 관목 89종, 초화류 221종을 보유하고 있으며 온실에는 104종이 식재되어 있다. 다양한 화원들이 테마별로 가꾸어져 있는 곳으로 과수원, 나리원, 약용식물원, 허브원 등이 있다. 이 밖에 편의 시설로는 온실과 연못, 정자, 풍차 등을 갖추고 있다. 
성남시 식물원의 체험 프로그램은 자체 프로그램, 목공체험, 산림인증 프로그램으로 구성되어 있다. 자체 프로그램은 식물원과 자연이 공존하는 모습을 관찰하는 식물원 해설, 숲의 여러 요소를 활용해 명상, 걷기를 할 수 있는 식물원 숲치유가 있다. 목공체험 프로그램의 경우 목공의 기본을 배울 수 있는 자유목공과 다양한 공구사용법과 목재의 특성을 익힐 수 있는 유아가족목공 등으로 이루어져 있다.","<a href=""https://epark.seongnam.go.kr:10010/main/index.asp"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://epark.seongnam.go.kr</a>"
성남시 야외공연장,130478,인문(문화/예술/역사),문화시설,공연장,http://tong.visitkorea.or.kr/cms/resource/16/3053716_image2_1.jpg,경기도,127.1248186638,37.3755901471,"성남시 야외공연장은 분당 중앙공원 내에 위치한 공연장으로, 아름다운 자연과 어우러져 시민과 함께하는 문화 예술공간으로 자리매김하고 있다. 480석의 고정 객석과 잔디 객석에 최대 11,000명의 관객을 수용할 수 있는 공연장이다. 
매년 진행되는 파크콘서트와 예술제, 박람회 등 다양한 공연과 행사를 통해 시민의 문화향유 기회를 높여 방문객들에게 높은 만족감을 선사하고 있다.","성남아트센터 <a href=""http://www.snart.or.kr/"" target=""_blank"" title=""새창 : 성남아트센터 홈페이지로 이동"">http://www.snart.or.kr</a>"
성남시 중앙도서관,130817,인문(문화/예술/역사),문화시설,도서관,http://tong.visitkorea.or.kr/cms/resource/29/3062529_image2_1.jpg,경기도,127.1346169315,37.405403534,"성남시 중앙도서관은 경기도 성남시 분당구 야탑동 소재의 도서관으로 2001년 11월 13일 개관한 성남시 대표 도서관이다. 그동안 지역사회의 독서문화 환경 조성과 시민들의 독서 생활화를 위해 다양한 사업들을 추진해 왔다. 지역 내 학교, 복지관, 군부대, 지역아동센터 등의 독서활동을 지원하고, 공공 및 작은 도서관 간의 협력과 발전에 기여하고 있다.
성남시 중앙도서관은 지하 1층 지상 4개 층으로 이루어져 있으며, 지하 1층에는 식당, 휴게실, 매점이 있고, 1층에는 장애인 열람실, 어린이 가족열람실, 독서 치유실이 있다. 2층에는 문헌정보실과 전자정보실, 쉼마루가 있으며, 3층과 4층에는 각종 열람실과 디지털 커뮤니티실, 시청각실, 세미나실, 문화교실, 컴퓨터 교육실 등이 있다. 
성남시 중앙도서관의 문화강좌는 문화교실, 독서회, 컴퓨터교실로 구성되어 있다. 문화교실에서는 일본어, 영어, 그림책 만들기, 독서 논술 등을 수강할 수 있다. 독서회는 초등학생부터 성인까지 각 대상별 맞춤 독서회를 운영 중이다. 그리고 컴퓨터교실에서는 ITQ자격증, 인터넷 및 스마트폰 활용 등을 배울 수 있다.","▪ <a href=""https://www.snlib.go.kr/ct/index.do""target=""_blank"" title=""새창: 성남시 중앙도서관 "">https://www.snlib.go.kr/ct/index.do</a>"
성남시 중원도서관,130815,인문(문화/예술/역사),문화시설,도서관,http://tong.visitkorea.or.kr/cms/resource/74/3053774_image2_1.jpg,경기도,127.14014906,37.43023131,"성남시 중원도서관은 2000년 5월 2일 개관한 도서관으로 다양한 정보자료의 축적 및 이용 활성화를 도모하고, 생애 주기별 평생학습 프로그램, 지식 정보취약계층 서비스, 여행 및 다문화 특성화 서비스 등 다양한 문화 프로그램의 운영을 통해 시민들의 건전한 독서생활 및 문화여가활동 지원에 이바지하고 있다.
중원도서관은 일반열람실, 장애인 열람실, 문헌정보실, 전자정보실과 어린이 가족열람실로 구성되어 있다. 장서의 경우 일반도서와 아동도서뿐만 아니라 연속간행물인 신문과 잡지 자료까지 구비하고 있다. 
도서관에서 운영 중인 문화강좌는 문화교실, 독서회, 컴퓨터교실로 이루어져 있으며, 문화교실 강좌로는 영어 회화, 중국어 회화, 인문 독서, 창작 만화 수업, 동서양사 등이 있다.","성남시 중원도서관 <a href=""https://www.snlib.go.kr/jw/index.do"" target=""_blank"" title=""새창 : 성남시 중원도서관 홈페이지로 이동"">https://www.snlib.go.kr/jw/index.do</a>"
성남시근로자종합복지관,131151,레포츠,육상 레포츠,수련시설,http://tong.visitkorea.or.kr/cms/resource/10/1956910_image2_1.jpg,경기도,127.1791175082,37.4384560589,"성남시근로자종합복지관은 성남시 상대원동에 위치하고 있다. 성남시 내 근로자와 시민들에게 다양한 사회복지와 근로복지를 제공하고 있다. 전문화된 다양한 프로그램을 실시하여 근로자와 시민들에게 자기 발전의 기회를 제공하고, 삶의 질을 향상할 수 있도록 기여하며, 건전한 문화욕구 충족을 통해서 행복한 도시를 만들 수 있도록 노력한다.","<a href=""http://www.sngb.or.kr"" target=""_blank"" title=""새창 : 성남시근로자종합복지회관 홈페이지로 이동"">http://www.sngb.or.kr</a>"
성남시수정청소년수련관,131447,레포츠,육상 레포츠,수련시설,http://tong.visitkorea.or.kr/cms/resource/92/1875392_image2_1.jpg,경기도,127.1367323667,37.4421187589,"청소년에 대한 이해를 바탕으로 다양하고 체계적인 청소년 수련 거리를 개발, 보급하며 청소년 스스로가 자립할 수 있는 능력을 배양하여 건전하고 유익한 청소년 문화가 형성될 수 있도록 하고 있다. 아울러 국제화 시대의 다양한 정보 심리와 지식을 겸비한 자신감 있는 청소년 상을 만들기 위해서 청소년을 위한 프로그램을 제공, 지원하고 있다.",
성남식당(청학동성남식당),2788011,음식,음식점,한식,http://tong.visitkorea.or.kr/cms/resource/12/2790812_image2_1.jpg,경상남도,127.7101408345,35.2431443218,"성남식당은 경상남도 하동군 청암면 묵계리에 자리 잡은 토속음식 맛집이다. 대표 메뉴는 산채비빔밥이지만 이 밖에 대나무통밥, 산채정식, 파전, 도토리묵, 토종닭 백숙, 닭볶음탕 등을 판다. 음식점 내부에는 단체석이 마련되어 있어 각종 모임을 가지기 좋다. 주변에 삼성궁, 청학동박물관이 있어 연계 여행에 나서기도 수월하다.","<a href=""https://www.instagram.com/seongnam_hadong/?igsh=bmc4d3lmdTB4Mmp2""target=""_blank"" title=""새창: 성남식당 인스타그램 홈페이지로 이동"">https://www.instagram.com/seongnam_hadong</a>"
