title,contentid,cat1,cat2,cat3,firstimage,region,mapx,mapy,overview,homepage
모악랜드눈썰매장,3062455,레포츠,육상 레포츠,썰매장,,전북특별자치도,127.0443124783,35.715195989,"모악랜드는 겨울에 눈썰매장, 여름 물놀이장을 운영하는 사계절 썰매장이다. 썰매장은 왼쪽이 성인 슬로프 오른쪽이 유아 슬로프로 나뉘어 있고, 유아슬로프에서는 부모님이 아이를 안고 탈 수 있다. 성인 슬로프는 오른쪽 무빙워크를 이용하거나 왼쪽으로 걸어서 올라가면 된다. 성인 슬로프 옆에는 눈놀이장도 있어 자유롭게 시간을 보낼 수 있다. 장갑, 모자 등 방한도구는 필수로 챙겨가야 한다.
눈썰매 외에도 아이들과 함께 즐길 수 있는 바이킹, 미니바이킹, 회전목마 등 소규모 놀이동산이 있다. 간단한 스낵과 편의점, 커피를 이용할 수 있는 휴게시설도 있으며 따뜻하게 쉴 수 있는 야외테라스도 있다.","<a href=""http://moakyh.alltheway.kr/"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://moakyh.alltheway.kr</a>"
모악산,127573,자연,자연관광지,산,,전북특별자치도,127.109884053,35.7295093826,"모악산은 전라북도 완주군 구이면과 김제시 금산면에 걸쳐있는 산이다. 구전에 의하면 모악산 꼭대기에서 아기를 안고 있는 어머니의 모습을 닮은 큰 바위가 있어 모악산이라 했다고 한다. 원래 이름이 금산이었을 것이라는 설도 있다. 예부터 빼어난 자연경관으로 호남 사경 중 하나로 꼽혔던 모악산은 한국의 곡창으로 불리는 김제와 만경평야를 그 발아래 두고 있다. 정상에 올라 멀리 바라보면 동으로 전주가 발아래 있고, 남으로는 내장산, 서쪽으로는 변산반도가 멀리 보인다. 
또한 불교의 미륵사상이 도입된 이래 호남 지방에서 미륵사상은 호남평야에 우뚝 솟은 산인 모악산을 중심으로 개화했다. 대표적인 예가 금산사로, 금산사에는 금산사 미륵전, 금산사 노주, 금산사 대장전, 금산사 오층석탑 등의 귀중한 문화재가 있다. 또한 옛 기록에 의하면 모악산에는 무려 80여 개의 암자가 있었다고 하는데, 현재는 심원암, 용천암, 대원사 등의 암자와 기도처가 산 곳곳에 남아있다. 
정유재란, 동학 농민봉기, 6.25 등 숱한 재난을 거치는 동안 여러 차례 벌채되어 큰 나무가 거의 사라졌기 때문에 특기할 만한 동식물을 없으나 여러 길로 나누어진 수많은 등산 코스는 제각기 독특한 산경과 민속적 신앙을 담은 암자가 하나씩 어우러져 신비감을 불러일으킨다.","완주 문화관광 <a href=""https://www.wanju.go.kr/tour/board/view.wanju?boardId=BBS_0000070&menuCd=DOM_000000801001002000&orderBy=DATA_TITLE:ASC&startPage=1&dataSid=117"" target=""_blank"" title=""새창 : 완주 문화관광 홈페이지로 이동"">http://www.wanju.go.kr/tour/ </a>"
모악산 아래 4대 종교성지를 둘러보다,1857250,추천코스,나홀로코스,나홀로코스,http://tong.visitkorea.or.kr/cms/resource/00/612500_image2_1.jpg,Unknown,127.0470447876,35.7453176111,"김제와 완주를 경계로 서 있는 모악산은 어머니의 따뜻한 품처럼 모든 것을 품고 있다. 모악산 아래에는 불교, 개신교, 천주교, 증산교 등 종교의 성지가 오롯이 남아 있다. 불교를 대표하는 금산사와 귀신사, 개신교의 금산교회, 천주교의 수류성당, 증산교의 동곡약방이 그것. 종교도 다른 만큼 둘러보는 느낌이나 풍광도 사뭇 다르다. 종교의 편견을 걷어내고 둘러보면 더없이 아름다운 여정이다.",
모악산도립공원,127574,자연,자연관광지,도립공원,http://tong.visitkorea.or.kr/cms/resource/09/3055809_image2_1.jpg,전북특별자치도,127.0561028982,35.7228286577,"모악산은 전라북도 전주시 중인동, 김제시 금산면, 완주군 구이면에 걸쳐져 있으며, 1971년 12월 2일에 도립공원으로 지정되었다. 호남 4경의 하나인 모악산은 높이 793.5m로 김제평야의 동쪽에 우뚝 솟아있어 호남평야를 한눈에 내려다볼 수 있다. 구전에 의하면 모악산 꼭대기에서 아기를 안고 있는 어머니의 모습을 닮은 큰 바위가 있어 모악산이라 했다고 한다. 또는,
모악산은 어머니의 산이라는 의미를 가진 [엄뫼]를 의역하여 모악이라 부르게 되었다고도 전해진다. 
모악산에는 백제 법왕 원년(599년)에 건립된 금산사가 있으며, 모악산 동남쪽 중턱에는 대원사, 수왕사가, 모악산의 서쪽으로는 귀신사가 있다. 모악산에 등록된 사찰만 해도 청룡사, 심원암, 학선암, 용천암, 보현사, 천국사, 용화사, 쌍용사, 월명암, 도통사 등이 있고, 이 밖에 증산교 본부를 비롯하여 많은 신흥종교 단체가 자리 잡고 있다. 
국보, 보물, 지방문화재가 산재해 있는 모악산은 사시사철 변모하는 자연경관이 매우 아름다워 사찰을 찾거나 등산을 하기 위해 많은 관광객들이 찾아오는 관광 명소이다.","<a href=""https://www.gimje.go.kr/tour/board/view.gimje?boardId=BBS_0000080&menuCd=DOM_000000301004000000&paging=ok&startPage=1&searchType=DATA_TITLE&searchOperation=AND&categoryCode1=A02&dataSid=67787"" target=""_blank"" title=""새창 : 김제관광 모악산도립공원 홈페이지로 이동"">https://www.gimje.go.kr</a>"
모악산유스호스텔,137498,숙박,숙박시설,유스호스텔,http://tong.visitkorea.or.kr/cms/resource/72/1976272_image2_1.jpg,전북특별자치도,127.0415765757,35.7165152364,"모악산 유스호스텔은 1,400년의 유구한 역사를 자랑하는 금산사 문화유적지, 드넓은 금산사 계곡 일원의 모험 활동장, 각종놀이시설의 체험 활동장인 사계절 썰매장 모악랜드, 천혜의 삼림욕장인 모악산 등산로, 일제시대 역사현장인 금광동굴 등의 다양한 체험 활동장과 더불어 현대적 감강의 쾌적한 숙소, 조명 및 음향/영상 시설이 완비된 강당, 완벽한 위생시설의 식당, 감나무 숲속의 캠프화이어장과 더불어 청소년의 건전육성을 위하여 연구하고 노력하는 청소년지도자들이 21세기를 선도하는 수련시설이 되기 위해 최선을 다하고 있다.","<a href=""http://www.moakyh.co.kr"" target=""_blank"" title=""새창 : 모악산유스호스텔 홈페이지로 이동"">http://www.moakyh.co.kr</a>"
모암마을 [산촌체험마을],128468,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,http://tong.visitkorea.or.kr/cms/resource/20/2516020_image2_1.jpg,전라남도,126.7582882397,35.375082483,통나무집의 나무향이 그윽하게 다가온다. 장성읍에서 불과 10여km 남짓한 거리에 위치한 모암마을은 산촌마을로 종합개발되는 과정에 있어 앞으로의 발전 가능성을 무한하게 한다. 마을입구에 세워진 홍길동산림욕장은  산림청에서 관리하고 있기는 하지만 모암마을과 근접해 이용하기가 매우 편리하다. 민박이 가능한 통나무집도 같은 시설물이다. 노령산맥 줄기의 축령산 자락에 모암마을은 산촌종합개발의 꿈을 먹으며 살고 있다. 마을 위로 저수지가 조성중으로 이 저수지가  완공되면 모암마을은 그야말로 전천후 체험마을로 탈바꿈하게 된다.마을 주변에 형성된 과수원과 산림욕장을 이용한 다양한 산속 프로그램 그리고 저수지를 활용한 수상프로그램까지  섭렵하게 된다.현재도 통나무집의 인기를 누리고 있는 모암마을은 산촌종합개발과 팜스테이를 합작한 퓨전형 농촌체험마을의 꿈이 영글어 가고 있다.<br>,"<a href=""https://www.jangseong.go.kr/home/tour_new/festival/festival_03/festival_03_01/festival_03_01_07"" target=""_blank"" title=""새창: 장성군 문화관광 홈페이지로 이동"">https://www.jangseong.go.kr/home/tour_new/</a>"
모암저수지,3056930,자연,자연관광지,강,http://tong.visitkorea.or.kr/cms/resource/06/3056906_image2_1.jpg,전라남도,126.7524637833,35.3740075062,"모암제는 축령산 편백숲과 연결되어 있는 장성군의 저수지이다. 저수지를 따라 산책할 수 있는 데크길이 길게 놓여 있으며 맑은 공기를 마시며 축령산까지 이어지는 데크길 산책이 가능하다.
모암저수지 주변으로 한 바퀴 돌도록 조성되어 있는 수상 데크길은 그리 짧지도 지루할 정도로 길지도 않아 도보로 적당히 풍광을 즐기며 산책하기 좋은 코스로 어린아이들도 어렵지 않게 산책할 수 있다. 
모암저수지 둘레길 뒤편으로 삼나무와 편백나무숲으로 빽빽한 둘레길도 함께 조성되어 있어 물 경치와 산경치를 한꺼번에 즐길 수 있는 곳이다.
데크 둘레길을 걷다 저수지 건너편을 바라보면 잔잔한 저수지 수면 위에 건너편의 산그림자가 비쳐서 그 경치가 평화롭고 아름답다. 또한, 저수지 주변으로 펜션이 있어 편안하게 1박을 하면서 모암저수지 즐길 수 있다.
국내 최대 규모의 인공조림지로 알려진 축령산 편백숲 일원에서 가을철이면 [편백산소축제]가 개최된다. 모암저수지 데크길을 따라 30~40분 정도 산림욕을 즐기며 걸으면 금빛휴양타운 앞 공터에 마련된 축제장까지 금세 도착한다.
축령산 편백산소축제는 군 홈페이지와 보도자료를 통해 개최시기를 공지한다.",
모앤블레스의원,3307750,쇼핑,쇼핑,사후면세점,http://tong.visitkorea.or.kr/cms/resource/13/3314813_image2_1.jpg,서울특별시,127.0299091065,37.5276402442,-,
모어그린,2877476,음식,음식점,카페/전통찻집,http://tong.visitkorea.or.kr/cms/resource/59/2877459_image2_1.jpeg,경기도,126.951463133,37.7354285567,"경기도 양주시에 있는 베이커리 카페다. 장흥유원지 산속에 둘러싸인 카페이며, 넓은 면적을 자랑하고 있다. 외관 및 내부 모두 깔끔하고 현대적인 분위기의 인테리어로 되어 있다. 야외 테라스에 앉으면 탁 트인 뷰를 바라볼 수 있다. 음료는 쑥크림라떼가 대표메뉴이며, 베이커리는 소금버터빵이 제일 유명하다. SBS 생방송 투데이에 버터소금빵 맛집으로 소개된 바 있다. 매년 10월에는 카페를 핼러윈 테마로 장식하며, 핼러윈 관련 각종 이벤트도 주최한다. 매장 전용 주차장이 있어 주차하기 편리하다.","<a href=""https://www.instagram.com/moregreeeen_cafe/""target=""_blank"" title=""새창 : 업체 인스타 이동"">https://www.instagram.com/moregreeeen_cafe/</a>"
모어댄마벨,2892081,음식,음식점,카페/전통찻집,http://tong.visitkorea.or.kr/cms/resource/71/2892071_image2_1.jpg,강원특별자치도,128.8903368082,37.7496382417,"모어댄마벨은 강원도 강릉시에 있는 카페이다. 강릉의료원 근처 건물 2층에 있다. 평범한 상가 건물이라 외관은 독특한 것이 없지만 문을 여는 순간 보라색 시그니처 색과 흰색으로 단장한 내부 인테리어는 특별한 감상을 자아낸다. 탁자는 2인석, 4인석, 6인석 다양하게 구비되어 있고, 모두 등받이 의자여서 편하게 앉아 있을 수 있다. 좌석마다 달린 모빌과 조명도 감각이 뛰어나다. 의자와 테이블의 색들이 어우러져 조화로움이 느껴진다. 커피나 음료도 맛이 좋지만, 호박 타르트는 꼭 먹어봐야 한다. 주차는 중앙시장 공영주차장을 이용하면 되는데 주말에는 무료이다.","<a href=""https://www.instagram.com/cafe_morethanmabel/""target=""_blank"" title=""새창 : 모어댄마벨 사이트로 이동"">https://www.instagram.com/cafe_morethanmabel/</a>"
